category,vtype,priority,rank,buggy_length,final_label,Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOu1ut,Coun1ath,Coun1athLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,location_count,method_count,file_count,life_time,project,origin commit,buggy commit,buggy path,fixer,fixer path,method,resolution,mark-all,mark-human,Name,File,buggy start,buggy end,field
I18N,DM_DEFAULT_ENCODING,1,19,1,1,Protected Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,26,1,16,5,11,10,6,3,0,9,12,5,7,3,3,3,1,2,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.63,3,3,3,1,8,9,17,2965,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,ee6493a473e242f6082c0388df02f9878ef331a7,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,5b4060f9936a985444482db91cc4c5828ca7fdee,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.getBoundary(String),main\java\org\apache\commons\fileupload\FileUploadBase.java,426,426,NO_FIELD
CORRECTNESS,VA_FORMAT_STRING_EXTRA_ARGUMENTS_PASSED,2,9,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,27,0,9,4,4,18,5,1,0,4,5,1,4,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2,1,1,1,1,6,16,66,5,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4f4069a2f4ef7c379abc648b1c42dcd71c239ef7,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,2b45d1e9b1e119259f55c8e24e7eb5ecb7e718f6,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,fixed,1,TRUE,"org.apache.commons.fileupload.DiskFileUpload.parseRequest(Ht1ServletRequest,int,long,String)",main\java\org\apache\commons\fileupload\DiskFileUpload.java,351,351,NO_FIELD
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,1,1,Abstract Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,0,1,1,0,16,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,16,0,0,0,0,1,1,17,68,commons-fileupload,5c2302bbf3859aabf3a719285237f6d0773612b2,190a63505aa28c33d540f2bfd1ab778aa89e2a16,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,25a6612b77692c0c2bb4a22c796b0fd8054331d1,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,write(Ljava/io/File;)V,fixed,1,TRUE,org.apache.commons.fileupload2.FileItem.write(File),main\java\org\apache\commons\fileupload2\FileItem.java,406,406,NO_FIELD
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2.33,1,1,1,1,4,4,17,2,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,1ac8c617896b5dd0e1900dbe3ffd4cf165c6ad1b,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,1c732d7ed34fa025327eeb6a2f3b7a6647d408a7,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,get()[B,fixed,1,TRUE,org.apache.commons.fileupload2.DiskFileUpload.getFileItemFactory(),main\java\org\apache\commons\fileupload2\DiskFileUpload.java,308,308,cachedContent
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,1,1,Abstract Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,0,1,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,7,0,0,0,0,1,2,17,458,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,b5f003d88222058067de8e131a68975dc1dabf02,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,a337d6ea804783314cf5870646e38e6323670b63,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,delete()V,fixed,1,TRUE,org.apache.commons.fileupload2.FileItem.delete(),main\java\org\apache\commons\fileupload2\FileItem.java,427,427,NO_FIELD
I18N,DM_CONVERT_CASE,3,20,1,1,Abstract Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,6,0,0,0,0,1,3,66,2,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,6d72b589410cc58838fd57099f6fe59802188247,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,d6c43958ad27b930ad24364471177ad925b0cf8a,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,getFieldName(Ljava/lang/String;)Ljava/lang/String;,fixed,1,TRUE,org.apache.commons.fileupload.FileItem.getFieldName(),main\java\org\apache\commons\fileupload\FileItem.java,515,515,NO_FIELD
PERFORMANCE,UUF_UNUSED_FIELD,2,18,1,1,Public Class,1,1,2,1,17,0,7,9,2,4,4,1,-1,1,4,-1,-1,-1,23,12,24,24,0,1,2,21,-1,575,58,203,66,112,314,-1,-1,-1,90,138,57,81,-1,-1,-1,-1,-1,4,4,5,4,-1,1,2,-1,89,81,1.55,46,46,49,29,2,2,48,102,commons-fileupload,02f6b2c4ef9aebf9cf8e55de8b90e73430b69385,c7b2f8baa20ced9cbbb0e5c31e5edd44a04da963,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,414ae63a22b802a5cc177ec6c7b895b2d78e7ae9,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.disk.DiskFileItem,main\java\org\apache\commons\fileupload\disk\DiskFileItem.java,-1,-1,dfosFile
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,27,0,9,4,4,18,5,1,0,4,5,1,4,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2,1,1,1,1,4,4,4,2,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,32eade4883d367a2103ea9a0be68f057604adb37,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,b27fca22a365bc9449f9c7d1052965d0a6b71046,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,parse([CIIC)Ljava/util/Map;,fixed,1,TRUE,"org.apache.commons.fileupload2.DiskFileUpload.parseRequest(Ht1ServletRequest,int,long,String)",main\java\org\apache\commons\fileupload2\DiskFileUpload.java,302,302,chars
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,1,1,Protected Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,27,0,14,6,10,14,7,3,0,10,12,7,5,3,3,3,1,0,-1,-1,-1,-1,0,-1,2,0,-1,-1,1,3,3,3,1,1,1,66,1827,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,ad2876c0bfd77891d943be19cdc36666ea441be2,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,d71d7a789aa300a632bd9b292ddd70e19403f382,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,parseHeaders(Ljava/lang/String;)Ljava/util/Map;,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.parseHeaders(String),java\org\apache\commons\fileupload\FileUploadBase.java,639,639,NO_FIELD
CORRECTNESS,SIO_SUPERFLUOUS_INSTANCEOF,3,10,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,27,0,9,4,4,18,5,1,0,4,5,1,4,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2,1,1,1,1,4,16,66,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,deabeaf7d952498212bfbac019a2bc03c96466fa,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,c8a7ee51467a248436eb41e02fbeb7a60e9c11bb,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,fixed,1,TRUE,"org.apache.commons.fileupload.DiskFileUpload.parseRequest(Ht1ServletRequest,int,long,String)",main\java\org\apache\commons\fileupload\DiskFileUpload.java,354,354,NO_FIELD
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,1,1,Class,2,2,2,1,17,1,10,5,1,0,0,0,-1,0,3,-1,-1,-1,4,8,4,4,0,0,0,4,-1,125,22,63,27,40,40,-1,-1,-1,34,46,24,22,-1,-1,-1,-1,-1,7,7,7,1,-1,1,4,-1,90,78,0.63,10,10,10,4,1,10,10,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4684c3fa9e920df84f3b0e1d355e71a1db3a5104,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,076e8552ebf9294a4e5ddf27d7c684b1a2ef0e5f,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.util.mime.QuotedPrintableDecoder,main\java\org\apache\commons\fileupload\util\mime\QuotedPrintableDecoder.java,81,81,cachedCharacter
I18N,DM_DEFAULT_ENCODING,1,19,1,1,Abstract Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,8,0,1,1,0,7,1,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,7,0,0,0,0,5,8,17,456,commons-fileupload,1c732d7ed34fa025327eeb6a2f3b7a6647d408a7,b5f003d88222058067de8e131a68975dc1dabf02,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,a337d6ea804783314cf5870646e38e6323670b63,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,getString()Ljava/lang/String;,fixed,1,TRUE,org.apache.commons.fileupload2.FileItem.getString(),main\java\org\apache\commons\fileupload2\FileItem.java,358,358,NO_FIELD
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,1,1,Class,2,2,2,1,17,1,10,5,1,0,0,0,-1,0,3,-1,-1,-1,4,8,4,4,0,0,0,4,-1,125,22,63,27,40,40,-1,-1,-1,34,46,24,22,-1,-1,-1,-1,-1,7,7,7,1,-1,1,4,-1,90,78,0.63,10,10,10,4,2,10,10,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4684c3fa9e920df84f3b0e1d355e71a1db3a5104,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,076e8552ebf9294a4e5ddf27d7c684b1a2ef0e5f,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.util.mime.QuotedPrintableDecoder,main\java\org\apache\commons\fileupload\util\mime\QuotedPrintableDecoder.java,103,103,lineLength
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,1,1,Class,2,2,2,1,17,1,10,5,1,0,0,0,-1,0,3,-1,-1,-1,4,8,4,4,0,0,0,4,-1,125,22,63,27,40,40,-1,-1,-1,34,46,24,22,-1,-1,-1,-1,-1,7,7,7,1,-1,1,4,-1,90,78,0.63,10,10,10,4,1,10,10,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4684c3fa9e920df84f3b0e1d355e71a1db3a5104,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,076e8552ebf9294a4e5ddf27d7c684b1a2ef0e5f,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.util.mime.QuotedPrintableDecoder,main\java\org\apache\commons\fileupload\util\mime\QuotedPrintableDecoder.java,76,76,deferredWhitespace
I18N,DM_CONVERT_CASE,3,20,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,0,9,3,6,6,4,2,0,5,7,3,4,2,2,2,1,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.67,2,2,2,1,3,3,8,2,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,6d72b589410cc58838fd57099f6fe59802188247,src/main/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,d6c43958ad27b930ad24364471177ad925b0cf8a,src/main/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,addHeader(Ljava/lang/String;Ljava/lang/String;)V,fixed,1,TRUE,"org.apache.commons.fileupload.util.FileItemHeadersImpl.addHeader(String,String)",main\java\org\apache\commons\fileupload\util\FileItemHeadersImpl.java,88,88,NO_FIELD
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,1,1,Public Abstract Class,2,2,2,1,19,0,9,9,1,18,18,2,-1,2,9,-1,-1,-1,28,4,30,30,0,4,10,16,-1,1433,142,609,207,346,684,-1,-1,-1,268,395,176,219,-1,-1,-1,-1,-1,11,11,11,7,-1,1,4,-1,92,92,1.12,63,63,67,40,1,2,17,2384,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,de1a19730600bd295a9f2c5c3bf83b0d0c20dc32,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,e0bfe29d200975e78982db4b276829c4318100e1,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase,main\java\org\apache\commons\fileupload\FileUploadBase.java,885,885,opened
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2.33,1,1,1,1,4,4,17,5,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,5cfdf5d260f0496de1c1bafe417494b212ab6c79,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,3095f8726304fa370ea336063a487f1292a9d990,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,get()[B,fixed,1,TRUE,org.apache.commons.fileupload2.DiskFileUpload.getFileItemFactory(),main\java\org\apache\commons\fileupload2\DiskFileUpload.java,308,308,cachedContent
I18N,DM_DEFAULT_ENCODING,1,19,1,1,Protected Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,26,1,16,5,11,10,6,3,0,9,12,5,7,3,3,3,1,2,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.63,3,3,3,1,5,9,17,2965,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,06357585199fe659d9cc4914d04279bb6d5d18ec,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,e25b70889f2f0d8563f90f50bdc388d2536b3cc8,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.getBoundary(String),main\java\org\apache\commons\fileupload\FileUploadBase.java,429,429,NO_FIELD
I18N,DM_CONVERT_CASE,3,20,1,1,Private Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,73,0,63,8,50,10,23,47,2,34,43,8,35,11,11,12,9,18,-1,-1,-1,-1,18,-1,4,17,-1,-1,0.16,11,11,12,9,1,3,66,2,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,6d72b589410cc58838fd57099f6fe59802188247,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,d6c43958ad27b930ad24364471177ad925b0cf8a,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,findNextItem()Z,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.FileItemIteratorImpl.findNextItem(),main\java\org\apache\commons\fileupload\FileUploadBase.java,1036,1036,NO_FIELD
I18N,DM_CONVERT_CASE,3,20,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2,1,1,1,1,1,3,66,2,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,6d72b589410cc58838fd57099f6fe59802188247,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,d6c43958ad27b930ad24364471177ad925b0cf8a,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,getFileName(Ljava/lang/String;)Ljava/lang/String;,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.FileSizeLimitExceededException.getFileName(),main\java\org\apache\commons\fileupload\FileUploadBase.java,472,472,NO_FIELD
I18N,DM_DEFAULT_ENCODING,1,19,1,1,Protected Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,26,1,16,5,11,10,6,3,0,9,12,5,7,3,3,3,1,2,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.63,3,3,3,1,8,9,17,2965,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,1b10014dddf12527f8dbad24169e4f6a9434e8c5,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,5d3e1d8f4eafd654dec3e0ece71940597239a5e9,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.getBoundary(String),main\java\org\apache\commons\fileupload\FileUploadBase.java,426,426,NO_FIELD
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,1,1,Protected Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,26,1,16,5,11,10,6,3,0,9,12,5,7,3,3,3,1,2,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.63,3,3,3,1,6,9,17,2965,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,149d38d7c1ff0e9f934774c7ad29eba0667d0d8a,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,5b4060f9936a985444482db91cc4c5828ca7fdee,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,fixed,1,TRUE,org.apache.commons.fileupload.FileUploadBase.getBoundary(String),main\java\org\apache\commons\fileupload\FileUploadBase.java,423,423,NO_FIELD
BAD_PRACTICE,RR_NOT_CHECKED,2,16,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2.33,1,1,1,1,7,14,48,338,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,420294e086413e3bf63cfeb66dd3b2d14062cc85,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,7c28b13be7e4af455811480a4c32825113cdae71,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,get()[B,fixed,1,TRUE,org.apache.commons.fileupload.DiskFileUpload.getFileItemFactory(),main\java\org\apache\commons\fileupload\DiskFileUpload.java,315,315,NO_FIELD
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,1,1,Class,2,2,2,1,17,1,10,5,1,0,0,0,-1,0,3,-1,-1,-1,4,8,4,4,0,0,0,4,-1,125,22,63,27,40,40,-1,-1,-1,34,46,24,22,-1,-1,-1,-1,-1,7,7,7,1,-1,1,4,-1,90,78,0.63,10,10,10,4,1,10,10,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4684c3fa9e920df84f3b0e1d355e71a1db3a5104,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,076e8552ebf9294a4e5ddf27d7c684b1a2ef0e5f,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.util.mime.QuotedPrintableDecoder,main\java\org\apache\commons\fileupload\util\mime\QuotedPrintableDecoder.java,61,61,bytesWritten
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,27,0,9,4,4,18,5,1,0,4,5,1,4,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2,1,1,1,1,4,4,4,5,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,5cfdf5d260f0496de1c1bafe417494b212ab6c79,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,3095f8726304fa370ea336063a487f1292a9d990,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,parse([CIIC)Ljava/util/Map;,fixed,1,TRUE,"org.apache.commons.fileupload2.DiskFileUpload.parseRequest(Ht1ServletRequest,int,long,String)",main\java\org\apache\commons\fileupload2\DiskFileUpload.java,302,302,chars
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,1,1,Public Class,1,1,1,1,14,0,8,6,2,10,10,0,-1,0,0,-1,-1,-1,9,8,9,9,0,0,0,9,-1,189,16,88,34,45,85,-1,-1,-1,37,52,24,28,-1,-1,-1,-1,-1,3,3,5,1,-1,1,1,-1,79,79,0.97,13,13,15,9,1,2,2,125,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,b1bd00e57a60201cd4c7ad724281c3e2ca629312,src/main/java/org/apache/commons/fileupload2/impl/FileItemStreamImpl.java,6496a602348098152b2a758fcc5cc266a61472aa,src/main/java/org/apache/commons/fileupload2/impl/FileItemStreamImpl.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload2.impl.FileItemStreamImpl,main\java\org\apache\commons\fileupload2\impl\FileItemStreamImpl.java,192,192,opened
DODGY_CODE,CI_CONFUSED_INHERITANCE,3,20,1,1,Class,2,2,2,1,17,1,10,5,1,0,0,0,-1,0,3,-1,-1,-1,4,8,4,4,0,0,0,4,-1,125,22,63,27,40,40,-1,-1,-1,34,46,24,22,-1,-1,-1,-1,-1,7,7,7,1,-1,1,4,-1,90,78,0.63,10,10,10,4,2,10,10,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,463d924676260dc69427df0c8917f9072a54bd4e,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,679cdb28050b758ef8a76d05af004c3663beae49,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.util.mime.QuotedPrintableDecoder,main\java\org\apache\commons\fileupload\util\mime\QuotedPrintableDecoder.java,-1,-1,ENCODING_TABLE
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,1,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2.33,1,1,1,1,4,4,17,2,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,32eade4883d367a2103ea9a0be68f057604adb37,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,b27fca22a365bc9449f9c7d1052965d0a6b71046,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,get()[B,fixed,1,TRUE,org.apache.commons.fileupload2.DiskFileUpload.getFileItemFactory(),main\java\org\apache\commons\fileupload2\DiskFileUpload.java,308,308,cachedContent
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,1,1,Class,2,2,2,1,17,1,10,5,1,0,0,0,-1,0,3,-1,-1,-1,4,8,4,4,0,0,0,4,-1,125,22,63,27,40,40,-1,-1,-1,34,46,24,22,-1,-1,-1,-1,-1,7,7,7,1,-1,1,4,-1,90,78,0.63,10,10,10,4,1,10,10,1,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4684c3fa9e920df84f3b0e1d355e71a1db3a5104,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,076e8552ebf9294a4e5ddf27d7c684b1a2ef0e5f,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,fixed,1,TRUE,org.apache.commons.fileupload.util.mime.QuotedPrintableDecoder,main\java\org\apache\commons\fileupload\util\mime\QuotedPrintableDecoder.java,91,91,lastWhitespace
